epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.7305443286895752,0.8036296367645264,9.999999747378752e-05,1.8365479707717896,0.7307249307632446,0.7301529049873352,0.8617280721664429,0.9467208385467529,1.5902019739151,0.7146202921867371,0.9050847291946411
1,0.8063639998435974,0.8837670683860779,9.999999747378752e-05,1.6347171068191528,0.8069859743118286,0.8053508996963501,0.8875337243080139,0.9632641673088074,1.462202548980713,0.7576388716697693,0.9245762825012207
2,0.8373088836669922,0.9142392873764038,9.999999747378752e-05,1.4843666553497314,0.8394660949707031,0.8341315388679504,0.8989600539207458,0.9729429483413696,1.3409314155578613,0.7716752886772156,0.946610152721405
3,0.8568336963653564,0.9296517968177795,9.999999747378752e-05,1.3445069789886475,0.8574262261390686,0.8560047745704651,0.9183464050292969,0.9775986075401306,1.1962577104568481,0.8152889609336853,0.9444915056228638
4,0.8703490495681763,0.9406325221061707,9.999999747378752e-05,1.2034329175949097,0.869413435459137,0.8716154098510742,0.9257928133010864,0.9834215044975281,1.0589489936828613,0.8273328542709351,0.9542372822761536
5,0.880249559879303,0.9481240510940552,9.999999747378752e-05,1.067460536956787,0.881391167640686,0.8787530064582825,0.9307998418807983,0.9859583377838135,0.928069531917572,0.8365988731384277,0.9588983058929443
6,0.8903343081474304,0.9547774791717529,9.999999747378752e-05,0.9399482607841492,0.8912892937660217,0.8891140222549438,0.9408139586448669,0.9895157217979431,0.8052697777748108,0.8552188277244568,0.9686440825462341
7,0.8976791501045227,0.9600798487663269,9.999999747378752e-05,0.8285676836967468,0.8989651799201965,0.8960674405097961,0.9464629888534546,0.991274356842041,0.7058992981910706,0.8681318759918213,0.9707627296447754
8,0.9058297872543335,0.9645367860794067,9.999999747378752e-05,0.7344448566436768,0.9055683612823486,0.9061521291732788,0.9530106782913208,0.9937198162078857,0.6211729645729065,0.8779378533363342,0.9813559055328369
9,0.9123227000236511,0.968374490737915,9.999999747378752e-05,0.6586210131645203,0.910620927810669,0.9143949151039124,0.9586596488952637,0.9936450719833374,0.5558246374130249,0.8952676653862,0.9779661297798157
10,0.9140264987945557,0.9699608087539673,9.999999747378752e-05,0.6016187071800232,0.9127340912818909,0.9155921936035156,0.9604570269584656,0.9943402409553528,0.5026687383651733,0.9042553305625916,0.9724576473236084
11,0.919920802116394,0.9726868271827698,9.999999747378752e-05,0.5533192753791809,0.9179959893226624,0.9222232699394226,0.9625112414360046,0.9955266118049622,0.46636682748794556,0.8989197611808777,0.9872881174087524
12,0.9241803288459778,0.9753327965736389,9.999999747378752e-05,0.5143219828605652,0.922448992729187,0.9262295365333557,0.962768018245697,0.9959850311279297,0.4344673156738281,0.8999227285385132,0.9868643879890442
13,0.9253085255622864,0.9758319854736328,9.999999747378752e-05,0.4877295196056366,0.923009991645813,0.9280254244804382,0.9720118045806885,0.9962259531021118,0.4017873704433441,0.9263535141944885,0.9860169291496277
14,0.9274498224258423,0.9773699045181274,9.999999747378752e-05,0.464216947555542,0.926526665687561,0.9285319447517395,0.9714982509613037,0.9959812760353088,0.3877704441547394,0.923534095287323,0.9877118468284607
